Sector Name	Gas	Country	Year of Date	t
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2012	2,050,664
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2013	1,689,836
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2014	1,651,592
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2015	883,812
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2016	576,567
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2017	723,425
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2018	697,856
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2019	739,078
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2020	809,847
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2021	771,631
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2022	796,422
1.A.1.a - Public Electricity and Heat Production	CO₂	Malta	2023	798,702
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1990	40,025,992
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1991	40,508,578
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1992	41,025,000
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1993	42,409,393
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1994	46,229,318
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1995	48,502,401
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1996	49,185,989
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1997	49,610,682
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1998	51,460,803
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	1999	48,514,959
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2000	49,787,595
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2001	53,262,258
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2002	54,401,304
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2003	55,288,453
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2004	56,743,410
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2005	53,982,453
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2006	49,794,436
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2007	52,666,463
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2008	52,084,015
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2009	52,312,576
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2010	54,360,244
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2011	50,251,572
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2012	47,291,686
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2013	47,636,450
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2014	51,295,569
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2015	55,782,464
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2016	54,753,099
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2017	51,131,335
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2018	47,327,340
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2019	44,209,147
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2020	35,225,989
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2021	35,052,041
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2022	33,157,550
1.A.1.a - Public Electricity and Heat Production	CO₂	Netherlands	2023	26,201,560
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1990	316,302
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1991	363,454
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1992	357,200
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1993	372,739
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1994	433,594
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1995	435,960
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1996	525,644
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1997	457,943
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1998	501,006
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	1999	470,526
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2000	388,889
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2001	425,339
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2002	462,438
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2003	581,521
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2004	472,646
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2005	443,086
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2006	489,129
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2007	784,611
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2008	633,981
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2009	1,880,957
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2010	2,207,591
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2011	1,933,435
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2012	1,448,255
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2013	1,461,030
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2014	1,406,574
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2015	1,434,182
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2016	1,407,973
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2017	1,536,650
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2018	1,518,562
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2019	1,449,685
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2020	1,367,809
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2021	1,492,703
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2022	1,206,845
1.A.1.a - Public Electricity and Heat Production	CO₂	Norway	2023	976,021
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1990	227,279,461
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1991	223,117,491
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1992	214,502,324
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1993	199,847,005
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1994	194,329,776
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1995	177,729,322
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1996	184,150,329
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1997	178,796,415
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1998	172,344,613
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	1999	168,103,764
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2000	166,239,439
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2001	168,389,385
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2002	163,761,059
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2003	172,032,067
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2004	170,915,065
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2005	170,316,295
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2006	176,082,549
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2007	170,564,208
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2008	165,382,718
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2009	159,217,413
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2010	165,013,542
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2011	165,933,259
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2012	161,202,117
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2013	162,500,536
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2014	153,378,166
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2015	154,920,016
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2016	155,103,887
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2017	156,836,462
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2018	155,143,050
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2019	141,949,306
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2020	131,217,049
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2021	151,554,674
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2022	145,092,766
1.A.1.a - Public Electricity and Heat Production	CO₂	Poland	2023	119,079,696
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1990	14,354,841
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1991	15,193,299
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1992	18,112,043
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1993	16,096,997
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1994	14,761,983
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1995	17,360,562
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1996	13,443,253
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1997	14,088,701
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1998	16,530,620
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	1999	22,619,052
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2000	19,113,140
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2001	19,507,091
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2002	22,824,811
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2003	18,330,852
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2004	19,755,101
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2005	22,878,188
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2006	19,870,521
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2007	17,302,191
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2008	16,637,343
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2009	17,082,994
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2010	12,073,498
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2011	14,220,394
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2012	15,179,289
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2013	12,566,497
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2014	12,316,281
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2015	15,873,352
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2016	14,901,458
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2017	18,656,098
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2018	15,512,077
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2019	10,754,990
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2020	8,173,782
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2021	6,443,082
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2022	6,728,025
1.A.1.a - Public Electricity and Heat Production	CO₂	Portugal	2023	4,393,060
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1990	67,019,864
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1991	62,618,997
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1992	55,166,845
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1993	53,240,447
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1994	52,038,610
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1995	54,080,294
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1996	56,722,983
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1997	47,711,343
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1998	39,532,172
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	1999	34,263,046
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2000	36,373,646
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2001	38,939,774
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2002	35,424,381
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2003	38,705,101
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2004	33,969,052
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2005	33,463,829
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2006	36,582,929
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2007	40,119,792
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2008	39,088,284
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2009	33,174,478
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2010	29,435,827
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2011	34,522,049
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2012	31,559,285
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2013	25,363,284
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2014	25,131,693
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2015	25,465,743
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2016	23,025,428
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2017	23,634,033
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2018	22,269,270
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2019	18,719,795
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2020	15,203,864
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2021	15,646,223
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2022	14,987,783
1.A.1.a - Public Electricity and Heat Production	CO₂	Romania	2023	12,584,982
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1990	14,700,152
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1991	12,413,399
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1992	10,830,520
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1993	9,671,198
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1994	8,640,634
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1995	8,374,464
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1996	8,330,464
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1997	8,198,065
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1998	8,211,296
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	1999	8,402,071
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2000	8,893,616
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2001	9,882,198
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2002	9,178,639
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2003	9,686,470
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2004	9,589,145
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2005	8,645,448
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2006	8,005,766
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2007	7,340,429
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2008	7,414,900
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2009	6,498,954
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2010	6,235,857
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2011	6,397,811
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2012	6,103,725
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2013	5,646,638
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2014	4,688,563
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2015	4,921,408
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2016	4,802,722
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2017	4,876,564
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2018	4,712,372
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2019	4,428,174
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2020	3,922,584
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2021	4,341,731
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2022	3,286,278
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovakia	2023	3,202,952
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1990	6,096,391
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1991	5,309,529
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1992	5,783,936
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1993	5,595,136
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1994	5,406,758
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1995	5,586,357
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1996	5,204,372
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1997	5,649,954
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1998	5,895,992
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	1999	5,247,626
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2000	5,537,882
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2001	6,257,466
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2002	6,516,970
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2003	6,249,602
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2004	6,392,213
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2005	6,421,220
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2006	6,469,671
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2007	6,698,644
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2008	6,461,916
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2009	6,181,820
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2010	6,304,255
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2011	6,333,266
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2012	6,027,196
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2013	5,746,903
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2014	4,425,750
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2015	4,538,666
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2016	4,911,737
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2017	4,899,184
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2018	4,784,143
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2019	4,557,791
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2020	4,494,259
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2021	4,178,429
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2022	3,400,454
1.A.1.a - Public Electricity and Heat Production	CO₂	Slovenia	2023	3,291,226
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1990	64,811,898
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1991	65,531,090
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1992	73,128,618
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1993	67,323,246
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1994	66,197,176
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1995	71,994,039
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1996	58,847,699
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1997	70,875,634
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1998	70,612,335
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	1999	85,654,611
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2000	90,273,958
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2001	84,894,567
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2002	99,123,442
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2003	92,060,498
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2004	101,166,382
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2005	111,164,311
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2006	102,539,552
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2007	108,577,623
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2008	91,780,662
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2009	76,307,933
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2010	59,628,699
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2011	73,373,301
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2012	78,119,943
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2013	58,359,538
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2014	62,396,422
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2015	72,971,184
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2016	58,073,410
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2017	68,236,697
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2018	58,891,014
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2019	43,488,086
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2020	30,321,023
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2021	30,798,162
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2022	42,069,479
1.A.1.a - Public Electricity and Heat Production	CO₂	Spain	2023	30,377,508
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1990	7,667,861
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1991	8,546,805
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1992	9,063,973
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1993	9,155,680
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1994	9,605,658
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1995	8,876,479
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1996	13,211,805
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1997	8,575,975
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1998	9,519,859
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	1999	7,833,071
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2000	6,328,817
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2001	7,668,982
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2002	8,636,017
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2003	9,837,279
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2004	8,759,989
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2005	7,839,273
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2006	7,963,236
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2007	7,693,141
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2008	7,307,189
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2009	7,823,447
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2010	10,217,378
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2011	7,968,855
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2012	7,386,200
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2013	7,223,418
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2014	6,202,736
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2015	5,849,686
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2016	6,527,821
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2017	6,331,777
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2018	6,688,749
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2019	5,022,643
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2020	4,839,689
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2021	5,705,913
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2022	4,786,090
1.A.1.a - Public Electricity and Heat Production	CO₂	Sweden	2023	4,725,212
1.A.3.b - Road Transportation	CO₂	Austria	1990	13,280,264
1.A.3.b - Road Transportation	CO₂	Austria	1991	14,750,005
1.A.3.b - Road Transportation	CO₂	Austria	1992	14,725,085
1.A.3.b - Road Transportation	CO₂	Austria	1993	14,864,878
1.A.3.b - Road Transportation	CO₂	Austria	1994	14,912,851
1.A.3.b - Road Transportation	CO₂	Austria	1995	15,184,517
1.A.3.b - Road Transportation	CO₂	Austria	1996	16,746,266
1.A.3.b - Road Transportation	CO₂	Austria	1997	15,763,334
1.A.3.b - Road Transportation	CO₂	Austria	1998	17,740,148
1.A.3.b - Road Transportation	CO₂	Austria	1999	17,124,080
1.A.3.b - Road Transportation	CO₂	Austria	2000	18,031,831
1.A.3.b - Road Transportation	CO₂	Austria	2001	19,370,591
1.A.3.b - Road Transportation	CO₂	Austria	2002	21,495,312
1.A.3.b - Road Transportation	CO₂	Austria	2003	23,239,079
1.A.3.b - Road Transportation	CO₂	Austria	2004	23,747,960
1.A.3.b - Road Transportation	CO₂	Austria	2005	24,091,039
1.A.3.b - Road Transportation	CO₂	Austria	2006	22,722,219
1.A.3.b - Road Transportation	CO₂	Austria	2007	22,921,216
1.A.3.b - Road Transportation	CO₂	Austria	2008	21,485,246
1.A.3.b - Road Transportation	CO₂	Austria	2009	20,866,525
1.A.3.b - Road Transportation	CO₂	Austria	2010	21,649,209
1.A.3.b - Road Transportation	CO₂	Austria	2011	20,908,633
1.A.3.b - Road Transportation	CO₂	Austria	2012	20,839,854
1.A.3.b - Road Transportation	CO₂	Austria	2013	21,869,128
1.A.3.b - Road Transportation	CO₂	Austria	2014	21,269,120
1.A.3.b - Road Transportation	CO₂	Austria	2015	21,680,490
1.A.3.b - Road Transportation	CO₂	Austria	2016	22,520,882
1.A.3.b - Road Transportation	CO₂	Austria	2017	23,155,659
1.A.3.b - Road Transportation	CO₂	Austria	2018	23,309,170
1.A.3.b - Road Transportation	CO₂	Austria	2019	23,383,842
1.A.3.b - Road Transportation	CO₂	Austria	2020	20,273,919
1.A.3.b - Road Transportation	CO₂	Austria	2021	21,137,970
1.A.3.b - Road Transportation	CO₂	Austria	2022	20,176,344
1.A.3.b - Road Transportation	CO₂	Austria	2023	19,387,840
1.A.3.b - Road Transportation	CO₂	Belgium	1990	19,676,746
1.A.3.b - Road Transportation	CO₂	Belgium	1991	19,869,608
1.A.3.b - Road Transportation	CO₂	Belgium	1992	20,619,166
1.A.3.b - Road Transportation	CO₂	Belgium	1993	21,130,775
1.A.3.b - Road Transportation	CO₂	Belgium	1994	21,614,992
1.A.3.b - Road Transportation	CO₂	Belgium	1995	21,691,853
1.A.3.b - Road Transportation	CO₂	Belgium	1996	22,107,215
